,Time,Interval Start,Interval End,Market,Location,Location Type,LMP,Energy,Congestion,Loss
0,2023-01-01 00:00:00-08:00,2023-01-01 00:00:00-08:00,2023-01-01 01:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,119.12818,121.76724,0,-2.63906
1,2023-01-01 01:00:00-08:00,2023-01-01 01:00:00-08:00,2023-01-01 02:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,113.73115,116.13963,0,-2.40848
2,2023-01-01 02:00:00-08:00,2023-01-01 02:00:00-08:00,2023-01-01 03:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,112.44023,115.43434,0,-2.99412
3,2023-01-01 03:00:00-08:00,2023-01-01 03:00:00-08:00,2023-01-01 04:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,108.29426,110.98059,0,-2.68633
4,2023-01-01 04:00:00-08:00,2023-01-01 04:00:00-08:00,2023-01-01 05:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,107.05148,109.83079,0,-2.77931
5,2023-01-01 05:00:00-08:00,2023-01-01 05:00:00-08:00,2023-01-01 06:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,110.48666,113.0883,0,-2.60164
6,2023-01-01 06:00:00-08:00,2023-01-01 06:00:00-08:00,2023-01-01 07:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,126.45419,129.43182,0,-2.97763
7,2023-01-01 07:00:00-08:00,2023-01-01 07:00:00-08:00,2023-01-01 08:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,124.82145,126.28707,0,-1.46561
8,2023-01-01 08:00:00-08:00,2023-01-01 08:00:00-08:00,2023-01-01 09:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,105.43505,104.81015,0,0.6249
9,2023-01-01 09:00:00-08:00,2023-01-01 09:00:00-08:00,2023-01-01 10:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,83.63086,82.98403,0,0.64683
10,2023-01-01 10:00:00-08:00,2023-01-01 10:00:00-08:00,2023-01-01 11:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,70.26359,68.63056,0,1.63304
11,2023-01-01 11:00:00-08:00,2023-01-01 11:00:00-08:00,2023-01-01 12:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,61.97337,60.53893,0,1.43445
12,2023-01-01 12:00:00-08:00,2023-01-01 12:00:00-08:00,2023-01-01 13:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,55.62337,55.12206,0,0.50131
13,2023-01-01 13:00:00-08:00,2023-01-01 13:00:00-08:00,2023-01-01 14:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,48.98274,48.66667,0,0.31607
14,2023-01-01 14:00:00-08:00,2023-01-01 14:00:00-08:00,2023-01-01 15:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,58.43012,57.95707,0,0.47305
15,2023-01-01 15:00:00-08:00,2023-01-01 15:00:00-08:00,2023-01-01 16:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,88.31697,89.06561,0,-0.74863
16,2023-01-01 16:00:00-08:00,2023-01-01 16:00:00-08:00,2023-01-01 17:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,140.54254,143.38702,0,-2.84449
17,2023-01-01 17:00:00-08:00,2023-01-01 17:00:00-08:00,2023-01-01 18:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,154.96861,158.94305,0,-3.97444
18,2023-01-01 18:00:00-08:00,2023-01-01 18:00:00-08:00,2023-01-01 19:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,148.88087,153.01814,0,-4.13728
19,2023-01-01 19:00:00-08:00,2023-01-01 19:00:00-08:00,2023-01-01 20:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,147.3935,151.53111,0,-4.13762
20,2023-01-01 20:00:00-08:00,2023-01-01 20:00:00-08:00,2023-01-01 21:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,145,145,0,0
21,2023-01-01 21:00:00-08:00,2023-01-01 21:00:00-08:00,2023-01-01 22:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,145,145,0,0
22,2023-01-01 22:00:00-08:00,2023-01-01 22:00:00-08:00,2023-01-01 23:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,140.38765,145.08932,0,-4.70168
23,2023-01-01 23:00:00-08:00,2023-01-01 23:00:00-08:00,2023-01-02 00:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,130.09833,134.2795,0,-4.18117
24,2023-01-02 00:00:00-08:00,2023-01-02 00:00:00-08:00,2023-01-02 01:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,126.68383,131.18855,0,-4.50473
25,2023-01-02 01:00:00-08:00,2023-01-02 01:00:00-08:00,2023-01-02 02:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,120.2229,124.70031,0,-4.47742
26,2023-01-02 02:00:00-08:00,2023-01-02 02:00:00-08:00,2023-01-02 03:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,118.57027,123.26743,0,-4.69716
27,2023-01-02 03:00:00-08:00,2023-01-02 03:00:00-08:00,2023-01-02 04:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,115.01392,119.40881,0,-4.39489
28,2023-01-02 04:00:00-08:00,2023-01-02 04:00:00-08:00,2023-01-02 05:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,115.24153,119.99394,0,-4.75241
29,2023-01-02 05:00:00-08:00,2023-01-02 05:00:00-08:00,2023-01-02 06:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,126.6996,131.67773,0,-4.97813
30,2023-01-02 06:00:00-08:00,2023-01-02 06:00:00-08:00,2023-01-02 07:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,145.979,151.1542,0,-5.17519
31,2023-01-02 07:00:00-08:00,2023-01-02 07:00:00-08:00,2023-01-02 08:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,143.75964,147.07439,0,-3.31474
32,2023-01-02 08:00:00-08:00,2023-01-02 08:00:00-08:00,2023-01-02 09:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,124.41209,125.58067,0,-1.16858
33,2023-01-02 09:00:00-08:00,2023-01-02 09:00:00-08:00,2023-01-02 10:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,114.63584,113.95641,0,0.67943
34,2023-01-02 10:00:00-08:00,2023-01-02 10:00:00-08:00,2023-01-02 11:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,110.60519,109.24378,0,1.36141
35,2023-01-02 11:00:00-08:00,2023-01-02 11:00:00-08:00,2023-01-02 12:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,110.47744,109.31194,0,1.1655
36,2023-01-02 12:00:00-08:00,2023-01-02 12:00:00-08:00,2023-01-02 13:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,110.85583,109.73328,0,1.12254
37,2023-01-02 13:00:00-08:00,2023-01-02 13:00:00-08:00,2023-01-02 14:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,110.87782,109.70076,0,1.17706
38,2023-01-02 14:00:00-08:00,2023-01-02 14:00:00-08:00,2023-01-02 15:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,112.66124,113.20523,0,-0.544
39,2023-01-02 15:00:00-08:00,2023-01-02 15:00:00-08:00,2023-01-02 16:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,131.3951,134.20506,0,-2.80996
40,2023-01-02 16:00:00-08:00,2023-01-02 16:00:00-08:00,2023-01-02 17:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,159.4612,163.22147,0,-3.76027
41,2023-01-02 17:00:00-08:00,2023-01-02 17:00:00-08:00,2023-01-02 18:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,172.22299,177.6054,0,-5.3824
42,2023-01-02 18:00:00-08:00,2023-01-02 18:00:00-08:00,2023-01-02 19:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,164.59746,169.60162,0,-5.00416
43,2023-01-02 19:00:00-08:00,2023-01-02 19:00:00-08:00,2023-01-02 20:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,160.75868,166.15977,0,-5.40109
44,2023-01-02 20:00:00-08:00,2023-01-02 20:00:00-08:00,2023-01-02 21:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,159.59315,165.42229,0,-5.82912
45,2023-01-02 21:00:00-08:00,2023-01-02 21:00:00-08:00,2023-01-02 22:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,155.38942,160.7264,0,-5.33699
46,2023-01-02 22:00:00-08:00,2023-01-02 22:00:00-08:00,2023-01-02 23:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,143.432,148.26628,0,-4.83428
47,2023-01-02 23:00:00-08:00,2023-01-02 23:00:00-08:00,2023-01-03 00:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,135.15242,139.95828,0,-4.80586
48,2023-01-03 00:00:00-08:00,2023-01-03 00:00:00-08:00,2023-01-03 01:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,147.93222,153.87772,0,-5.9455
49,2023-01-03 01:00:00-08:00,2023-01-03 01:00:00-08:00,2023-01-03 02:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,142.34283,147.736,0,-5.39316
50,2023-01-03 02:00:00-08:00,2023-01-03 02:00:00-08:00,2023-01-03 03:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,142.5071,147.41689,0,-4.90978
51,2023-01-03 03:00:00-08:00,2023-01-03 03:00:00-08:00,2023-01-03 04:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,141.48547,146.0428,0,-4.55732
52,2023-01-03 04:00:00-08:00,2023-01-03 04:00:00-08:00,2023-01-03 05:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,143.5978,148.83769,0,-5.23989
53,2023-01-03 05:00:00-08:00,2023-01-03 05:00:00-08:00,2023-01-03 06:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,158.103,164.33206,0,-6.22907
54,2023-01-03 06:00:00-08:00,2023-01-03 06:00:00-08:00,2023-01-03 07:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,184.59267,192.94836,0,-8.35571
55,2023-01-03 07:00:00-08:00,2023-01-03 07:00:00-08:00,2023-01-03 08:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,187.32867,194.83728,0,-7.50861
56,2023-01-03 08:00:00-08:00,2023-01-03 08:00:00-08:00,2023-01-03 09:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,158.51747,162.33318,0,-3.81571
57,2023-01-03 09:00:00-08:00,2023-01-03 09:00:00-08:00,2023-01-03 10:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,148.63518,153.61308,0,-4.97789
58,2023-01-03 10:00:00-08:00,2023-01-03 10:00:00-08:00,2023-01-03 11:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,138.84534,143.5844,0,-4.73906
59,2023-01-03 11:00:00-08:00,2023-01-03 11:00:00-08:00,2023-01-03 12:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,136.14873,140.43738,0,-4.28865
60,2023-01-03 12:00:00-08:00,2023-01-03 12:00:00-08:00,2023-01-03 13:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,133.21088,137.49208,0,-4.28121
61,2023-01-03 13:00:00-08:00,2023-01-03 13:00:00-08:00,2023-01-03 14:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,129.12633,133.71791,0,-4.59158
62,2023-01-03 14:00:00-08:00,2023-01-03 14:00:00-08:00,2023-01-03 15:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,137.45282,141.87036,0,-4.41754
63,2023-01-03 15:00:00-08:00,2023-01-03 15:00:00-08:00,2023-01-03 16:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,160.10938,166.37122,0,-6.26185
64,2023-01-03 16:00:00-08:00,2023-01-03 16:00:00-08:00,2023-01-03 17:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,192.24438,200.88347,0,-8.63907
65,2023-01-03 17:00:00-08:00,2023-01-03 17:00:00-08:00,2023-01-03 18:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,201.5063,211.35667,0,-9.85036
66,2023-01-03 18:00:00-08:00,2023-01-03 18:00:00-08:00,2023-01-03 19:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,198.1505,207.29324,0,-9.14275
67,2023-01-03 19:00:00-08:00,2023-01-03 19:00:00-08:00,2023-01-03 20:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,194.78299,204.1762,0,-9.39321
68,2023-01-03 20:00:00-08:00,2023-01-03 20:00:00-08:00,2023-01-03 21:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,194.27367,203.62097,0,-9.3473
69,2023-01-03 21:00:00-08:00,2023-01-03 21:00:00-08:00,2023-01-03 22:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,185.92828,194.91492,0,-8.98663
70,2023-01-03 22:00:00-08:00,2023-01-03 22:00:00-08:00,2023-01-03 23:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,176.28271,183.66711,0,-7.38441
71,2023-01-03 23:00:00-08:00,2023-01-03 23:00:00-08:00,2023-01-04 00:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,158.0434,164.87547,0,-6.83208
72,2023-01-04 00:00:00-08:00,2023-01-04 00:00:00-08:00,2023-01-04 01:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,196.28246,202.22177,0,-5.93931
73,2023-01-04 01:00:00-08:00,2023-01-04 01:00:00-08:00,2023-01-04 02:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,194.86597,199.46774,0,-4.60177
74,2023-01-04 02:00:00-08:00,2023-01-04 02:00:00-08:00,2023-01-04 03:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,190.9341,193.73064,0,-2.79653
75,2023-01-04 03:00:00-08:00,2023-01-04 03:00:00-08:00,2023-01-04 04:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,199.30247,200.5055,0,-1.20303
76,2023-01-04 04:00:00-08:00,2023-01-04 04:00:00-08:00,2023-01-04 05:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,201.09334,202.69463,0,-1.60129
77,2023-01-04 05:00:00-08:00,2023-01-04 05:00:00-08:00,2023-01-04 06:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,212.24414,214.6048,0,-2.36065
78,2023-01-04 06:00:00-08:00,2023-01-04 06:00:00-08:00,2023-01-04 07:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,242.63657,247.6136,0,-4.97703
79,2023-01-04 07:00:00-08:00,2023-01-04 07:00:00-08:00,2023-01-04 08:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,251.59183,254.64758,0,-3.05577
80,2023-01-04 08:00:00-08:00,2023-01-04 08:00:00-08:00,2023-01-04 09:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,232.5048,233.07175,0,-0.56693
81,2023-01-04 09:00:00-08:00,2023-01-04 09:00:00-08:00,2023-01-04 10:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,223.26443,221.20721,0,2.05723
82,2023-01-04 10:00:00-08:00,2023-01-04 10:00:00-08:00,2023-01-04 11:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,210.77281,208.35588,0,2.41693
83,2023-01-04 11:00:00-08:00,2023-01-04 11:00:00-08:00,2023-01-04 12:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,208.63953,206.34904,0,2.29047
84,2023-01-04 12:00:00-08:00,2023-01-04 12:00:00-08:00,2023-01-04 13:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,206.14354,204.10251,0,2.04103
85,2023-01-04 13:00:00-08:00,2023-01-04 13:00:00-08:00,2023-01-04 14:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,206.26051,204.20468,0,2.05584
86,2023-01-04 14:00:00-08:00,2023-01-04 14:00:00-08:00,2023-01-04 15:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,208.42726,206.38406,0,2.0432
87,2023-01-04 15:00:00-08:00,2023-01-04 15:00:00-08:00,2023-01-04 16:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,226.76994,227.70354,0,-0.93358
88,2023-01-04 16:00:00-08:00,2023-01-04 16:00:00-08:00,2023-01-04 17:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,249.09317,252.27179,0,-3.17862
89,2023-01-04 17:00:00-08:00,2023-01-04 17:00:00-08:00,2023-01-04 18:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,263.42245,267.37967,0,-3.95722
90,2023-01-04 18:00:00-08:00,2023-01-04 18:00:00-08:00,2023-01-04 19:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,257.3131,260.8608,0,-3.54771
91,2023-01-04 19:00:00-08:00,2023-01-04 19:00:00-08:00,2023-01-04 20:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,251.81468,254.2812,0,-2.46653
92,2023-01-04 20:00:00-08:00,2023-01-04 20:00:00-08:00,2023-01-04 21:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,242.82338,246.89719,0,-4.0738
93,2023-01-04 21:00:00-08:00,2023-01-04 21:00:00-08:00,2023-01-04 22:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,227.03111,231.21613,0,-4.18501
94,2023-01-04 22:00:00-08:00,2023-01-04 22:00:00-08:00,2023-01-04 23:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,212.87073,215.82756,0,-2.95684
95,2023-01-04 23:00:00-08:00,2023-01-04 23:00:00-08:00,2023-01-05 00:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,209.53452,213.17989,0,-3.64538
96,2023-01-05 00:00:00-08:00,2023-01-05 00:00:00-08:00,2023-01-05 01:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,152.17181,159.3932,0,-7.22137
97,2023-01-05 01:00:00-08:00,2023-01-05 01:00:00-08:00,2023-01-05 02:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,145.96263,153.09781,0,-7.13519
98,2023-01-05 02:00:00-08:00,2023-01-05 02:00:00-08:00,2023-01-05 03:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,144.78415,151.54382,0,-6.75967
99,2023-01-05 03:00:00-08:00,2023-01-05 03:00:00-08:00,2023-01-05 04:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,147.6281,154.63385,0,-7.00575
100,2023-01-05 04:00:00-08:00,2023-01-05 04:00:00-08:00,2023-01-05 05:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,151.29631,158.59781,0,-7.3015
101,2023-01-05 05:00:00-08:00,2023-01-05 05:00:00-08:00,2023-01-05 06:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,163.47186,172.22166,0,-8.74979
102,2023-01-05 06:00:00-08:00,2023-01-05 06:00:00-08:00,2023-01-05 07:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,189.05113,199.56952,0,-10.51839
103,2023-01-05 07:00:00-08:00,2023-01-05 07:00:00-08:00,2023-01-05 08:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,193.42937,202.97694,0,-9.5476
104,2023-01-05 08:00:00-08:00,2023-01-05 08:00:00-08:00,2023-01-05 09:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,189.75227,197.80396,0,-8.05169
105,2023-01-05 09:00:00-08:00,2023-01-05 09:00:00-08:00,2023-01-05 10:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,178.43658,185.71771,0,-7.28114
106,2023-01-05 10:00:00-08:00,2023-01-05 10:00:00-08:00,2023-01-05 11:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,179.73628,186.5075,0,-6.77123
107,2023-01-05 11:00:00-08:00,2023-01-05 11:00:00-08:00,2023-01-05 12:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,175.06152,181.79482,0,-6.73329
108,2023-01-05 12:00:00-08:00,2023-01-05 12:00:00-08:00,2023-01-05 13:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,170.19794,176.53654,0,-6.33862
109,2023-01-05 13:00:00-08:00,2023-01-05 13:00:00-08:00,2023-01-05 14:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,167.31374,173.1198,0,-5.80606
110,2023-01-05 14:00:00-08:00,2023-01-05 14:00:00-08:00,2023-01-05 15:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,164.22275,169.95673,0,-5.73397
111,2023-01-05 15:00:00-08:00,2023-01-05 15:00:00-08:00,2023-01-05 16:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,184.55138,192.64345,0,-8.09207
112,2023-01-05 16:00:00-08:00,2023-01-05 16:00:00-08:00,2023-01-05 17:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,200.75491,210.01785,0,-9.26292
113,2023-01-05 17:00:00-08:00,2023-01-05 17:00:00-08:00,2023-01-05 18:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,207.19559,218.0634,0,-10.86781
114,2023-01-05 18:00:00-08:00,2023-01-05 18:00:00-08:00,2023-01-05 19:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,200.90668,210.99329,0,-10.08662
115,2023-01-05 19:00:00-08:00,2023-01-05 19:00:00-08:00,2023-01-05 20:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,198.46242,208.12033,0,-9.65791
116,2023-01-05 20:00:00-08:00,2023-01-05 20:00:00-08:00,2023-01-05 21:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,193.27124,203.44456,0,-10.17333
117,2023-01-05 21:00:00-08:00,2023-01-05 21:00:00-08:00,2023-01-05 22:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,180.26112,189.63634,0,-9.37521
118,2023-01-05 22:00:00-08:00,2023-01-05 22:00:00-08:00,2023-01-05 23:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,157.30238,164.53156,0,-7.22916
119,2023-01-05 23:00:00-08:00,2023-01-05 23:00:00-08:00,2023-01-06 00:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,156.55292,164.18858,0,-7.63566
120,2023-01-06 00:00:00-08:00,2023-01-06 00:00:00-08:00,2023-01-06 01:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,138.30428,141.93355,0,-3.62928
121,2023-01-06 01:00:00-08:00,2023-01-06 01:00:00-08:00,2023-01-06 02:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,137.0044,140.85977,0,-3.85537
122,2023-01-06 02:00:00-08:00,2023-01-06 02:00:00-08:00,2023-01-06 03:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,136.5057,140.26053,0,-3.75481
123,2023-01-06 03:00:00-08:00,2023-01-06 03:00:00-08:00,2023-01-06 04:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,136.83385,140.9743,0,-4.14045
124,2023-01-06 04:00:00-08:00,2023-01-06 04:00:00-08:00,2023-01-06 05:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,141.91068,146.71869,0,-4.80801
125,2023-01-06 05:00:00-08:00,2023-01-06 05:00:00-08:00,2023-01-06 06:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,167.22604,173.6638,0,-6.43776
126,2023-01-06 06:00:00-08:00,2023-01-06 06:00:00-08:00,2023-01-06 07:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,182.72017,190.44664,0,-7.72647
127,2023-01-06 07:00:00-08:00,2023-01-06 07:00:00-08:00,2023-01-06 08:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,179.01666,183.73314,0,-4.71648
128,2023-01-06 08:00:00-08:00,2023-01-06 08:00:00-08:00,2023-01-06 09:00:00-08:00,DAY_AHEAD_HOURLY,DELTA_2_PL1X4-APND,AP Node,155.39172,156.59283,0,-1.20111
